REGION,TECHNOLOGY,VALUE
GLOBAL,PWRCCGQATXX00,30.0
GLOBAL,PWRCCGUSAER00,30.0
GLOBAL,PWRPETINDEA01,30.0
GLOBAL,PWRURNCYPXX01,60.0
GLOBAL,PWRWAVUSASC01,20.0
GLOBAL,PWRWOFAUSTA01,30.0
GLOBAL,PWRCCSESTXX01,30.0
GLOBAL,PWRWONATAXX01,30.0
GLOBAL,PWRWAVMNGXX01,20.0
GLOBAL,PWRBIORUSSO01,30.0
GLOBAL,PWRCOAJORXX01,30.0
GLOBAL,PWRHYDESTXX01,100.0
GLOBAL,PWRCOATCDXX01,30.0
GLOBAL,PWROCGCHNWM01,30.0
GLOBAL,PWRCOGCHNHN01,30.0
GLOBAL,PWRCCSJPNKY01,30.0
GLOBAL,PWRBIOGRCXX01,30.0
GLOBAL,PWRCOGAREXX01,30.0
GLOBAL,PWRCCGBHRXX00,30.0
GLOBAL,PWRSPVZWEXX01,30.0
GLOBAL,PWRHYDGINXX01,100.0
GLOBAL,PWRCOGIRNXX01,30.0
GLOBAL,PWROILISLXX01,30.0
GLOBAL,PWRWONLSOXX01,30.0
GLOBAL,PWRPETGNQXX01,30.0
GLOBAL,PWRWASGUFXX01,30.0
GLOBAL,PWRPETSGPXX01,30.0
GLOBAL,PWRGEOSWZXX01,30.0
GLOBAL,PWRWASSENXX01,30.0
GLOBAL,PWRCCGCHNGU01,30.0
GLOBAL,PWRSPVNGAXX01,30.0
GLOBAL,PWRWONTLSXX01,30.0
GLOBAL,PWROCGKOSXX01,30.0
GLOBAL,PWRWOFDJIXX01,30.0
GLOBAL,PWRBIOSAUXX01,30.0
GLOBAL,PWRURNBDIXX01,60.0
GLOBAL,PWRWASVNMXX01,30.0
GLOBAL,PWRURNMOZXX01,60.0
GLOBAL,PWRCCSBTNXX01,30.0
GLOBAL,PWRWONLUXXX01,30.0
GLOBAL,PWRBIOARMXX01,30.0
GLOBAL,PWRCOGZAFXX01,30.0
GLOBAL,PWRGEOIRNXX01,30.0
GLOBAL,PWROILKAZXX01,30.0
GLOBAL,PWRCCGNZLXX01,30.0
GLOBAL,PWRGEOUZBXX01,30.0
GLOBAL,PWRHYDCUBXX01,100.0
GLOBAL,PWRHYDCHNLI01,100.0
GLOBAL,PWRGEOCHNXI01,30.0
GLOBAL,PWRCOGPRKXX01,30.0
GLOBAL,PWRWONFRAXX01,30.0
GLOBAL,PWRCCGCHNAN00,30.0
GLOBAL,PWRGEOITAXX01,30.0
GLOBAL,PWRWOFVENXX01,30.0
GLOBAL,PWRGEORWAXX01,30.0
GLOBAL,PWRCOGRWAXX01,30.0
GLOBAL,PWROCGEGYXX00,30.0
GLOBAL,PWRCCGRUSUR01,30.0
GLOBAL,PWRCCGRUSFE00,30.0
GLOBAL,PWRPETGHAXX01,30.0
GLOBAL,PWRSPVKORXX01,30.0
GLOBAL,PWRPETNLDXX01,30.0
GLOBAL,PWRCOAHNDXX01,30.0
GLOBAL,PWRWOFBRASE01,30.0
GLOBAL,PWRCSPCHNHE01,30.0
GLOBAL,PWRBIOGUFXX01,30.0
GLOBAL,PWROCGGNBXX01,30.0
GLOBAL,PWRCOACHNTI01,30.0
GLOBAL,PWRWAVUSAMW01,20.0
GLOBAL,PWROTHJAMXX01,30.0
GLOBAL,PWRSPVDNKXX01,30.0
GLOBAL,PWRSPVBIHXX01,30.0
GLOBAL,PWRCOGISLXX01,30.0
GLOBAL,PWROCGUSANY00,30.0
GLOBAL,PWRCSPJPNCE01,30.0
GLOBAL,PWRWONCANBC01,30.0
GLOBAL,PWRWASIRNXX01,30.0
GLOBAL,PWRBIOCYPXX01,30.0
GLOBAL,PWROTHNLDXX01,30.0
GLOBAL,PWRCOGBHRXX01,30.0
GLOBAL,PWRWASCHNNI01,30.0
GLOBAL,PWRCSPBRASO01,30.0
GLOBAL,PWRCCGCHNJI01,30.0
GLOBAL,PWRCCGDNKXX00,30.0
GLOBAL,PWRSPVTLSXX01,30.0
GLOBAL,PWRWONSOMXX01,30.0
GLOBAL,PWRPETAUSNT01,30.0
GLOBAL,PWRWOFCHNSC01,30.0
GLOBAL,PWRURNBELXX01,60.0
GLOBAL,PWRCCSMEXXX01,30.0
GLOBAL,PWROTHINDSO01,30.0
GLOBAL,PWRCCSUSASW01,30.0
GLOBAL,PWRPETCRIXX01,30.0
GLOBAL,PWRGEOAREXX01,30.0
GLOBAL,PWRCCGCMRXX01,30.0
GLOBAL,PWRWONUSARE01,30.0
GLOBAL,PWRCCSBRAJ201,30.0
GLOBAL,PWRSPVLBYXX01,30.0
GLOBAL,PWRURNBGDXX01,60.0
GLOBAL,PWRGEOSOMXX01,30.0
GLOBAL,PWROCGPRKXX01,30.0
GLOBAL,PWRCSPBRANE01,30.0
GLOBAL,PWRHYDCANSK01,100.0
GLOBAL,PWRCCGSGPXX01,30.0
GLOBAL,PWRCSPDJIXX01,30.0
GLOBAL,PWRGEOPERXX01,30.0
GLOBAL,PWROCGPHLXX00,30.0
GLOBAL,PWRWOFJPNCE01,30.0
GLOBAL,PWROCGLBNXX01,30.0
GLOBAL,PWRCCGPANXX01,30.0
GLOBAL,PWRSPVGMBXX01,30.0
GLOBAL,PWRWONGNQXX01,30.0
GLOBAL,PWROTHCANON01,30.0
GLOBAL,PWROTHHTIXX01,30.0
GLOBAL,PWRPETTKMXX01,30.0
GLOBAL,PWROCGAFGXX01,30.0
GLOBAL,PWRWONKENXX01,30.0
GLOBAL,PWRCCGPAKXX01,30.0
GLOBAL,PWROCGGUYXX00,30.0
GLOBAL,PWRPETGABXX01,30.0
GLOBAL,PWRCOANGAXX01,30.0
GLOBAL,PWRBIOJORXX01,30.0
GLOBAL,PWROILRUSFE01,30.0
GLOBAL,PWRWONSVKXX01,30.0
GLOBAL,PWRURNPOLXX01,60.0
GLOBAL,PWRCOAVNMXX01,30.0
GLOBAL,PWRWAVBRASO01,20.0
GLOBAL,PWRWASTCDXX01,30.0
GLOBAL,PWROTHCHNFU01,30.0
GLOBAL,PWRWOFQATXX01,30.0
GLOBAL,PWROILGABXX01,30.0
GLOBAL,PWRHYDTLSXX01,100.0
GLOBAL,PWRWONJPNTO01,30.0
GLOBAL,PWRCCGNORXX00,30.0
GLOBAL,PWRCOGUSARA01,30.0
GLOBAL,PWRHYDCHNSI01,100.0
GLOBAL,PWRSPVCHNSD01,30.0
GLOBAL,PWRWASJPNCE01,30.0
GLOBAL,PWRURNRUSCE01,60.0
GLOBAL,PWRCOGPNGXX01,30.0
GLOBAL,PWRCOGAUSWA01,30.0
GLOBAL,PWRCCGJPNOK01,30.0
GLOBAL,PWRCCGTCDXX01,30.0
GLOBAL,PWRSPVCHLXX01,30.0
GLOBAL,PWRCOAPANXX01,30.0
GLOBAL,PWRPETBRANW01,30.0
GLOBAL,PWRWONUSASW01,30.0
GLOBAL,PWRHYDTZAXX01,100.0
GLOBAL,PWRCCSCANON01,30.0
GLOBAL,PWRPETMKDXX01,30.0
GLOBAL,PWROCGPRYXX00,30.0
GLOBAL,PWRCCGAUSQL00,30.0
GLOBAL,PWRCCGSYRXX00,30.0
GLOBAL,PWRPETJAMXX01,30.0
GLOBAL,PWRPETCZEXX01,30.0
GLOBAL,PWROILUSARE01,30.0
GLOBAL,PWRSPVCHNQI01,30.0
GLOBAL,PWRWAVRUSMV01,20.0
GLOBAL,PWRBIOGINXX01,30.0
GLOBAL,PWRGEOUSASE01,30.0
GLOBAL,PWRCSPTKMXX01,30.0
GLOBAL,PWROTHMMRXX01,30.0
GLOBAL,PWRCOGBDIXX01,30.0
GLOBAL,PWRWONKHMXX01,30.0
GLOBAL,PWROILLUXXX01,30.0
GLOBAL,PWROCGCHNSD00,30.0
GLOBAL,PWROCGDJIXX01,30.0
GLOBAL,PWROCGFINXX01,30.0
GLOBAL,PWRCSPSWZXX01,30.0
GLOBAL,PWRWAVTURXX01,20.0
GLOBAL,PWROCGESHXX00,30.0
GLOBAL,PWRHYDGRCXX01,100.0
GLOBAL,PWRCOGRUSUR01,30.0
GLOBAL,PWRHYDMLTXX01,100.0
GLOBAL,PWRCSPNAMXX01,30.0
GLOBAL,PWRCCGNPLXX01,30.0
GLOBAL,PWRGEOMLIXX01,30.0
GLOBAL,PWROTHCZEXX01,30.0
GLOBAL,PWROCGLAOXX01,30.0
GLOBAL,PWRWASRUSSI01,30.0
GLOBAL,PWROILUKRXX01,30.0
GLOBAL,PWRWOFRUSSO01,30.0
GLOBAL,PWRCCGAUSSA00,30.0
GLOBAL,PWRWAVSGPXX01,20.0
GLOBAL,PWRPETCHNHJ01,30.0
GLOBAL,PWROILCHNHJ01,30.0
GLOBAL,PWRCCGUZBXX01,30.0
GLOBAL,PWRCSPAUSWA01,30.0
GLOBAL,PWRHYDBRACW01,100.0
GLOBAL,PWRWOFTHAXX01,30.0
GLOBAL,PWRHYDUSAAK01,100.0
GLOBAL,PWRWOFCHNAN01,30.0
GLOBAL,PWRCOGCHNGU01,30.0
GLOBAL,PWRCOARWAXX01,30.0
GLOBAL,PWRWONTUNXX01,30.0
GLOBAL,PWRWAVKGZXX01,20.0
GLOBAL,PWROTHBRACW01,30.0
GLOBAL,PWRWASJPNSH01,30.0
GLOBAL,PWRBIOCHNJS01,30.0
GLOBAL,PWRHYDDJIXX01,100.0
GLOBAL,PWRWOFNORXX01,30.0
GLOBAL,PWRCCGGBRXX00,30.0
GLOBAL,PWRPETCHNTJ01,30.0
GLOBAL,PWRCOGINDNO01,30.0
GLOBAL,PWRCCGAUTXX01,30.0
GLOBAL,PWRHYDCANON01,100.0
GLOBAL,PWRWONCANSK01,30.0
GLOBAL,PWRHYDCOGXX01,100.0
GLOBAL,PWROCGAZEXX00,30.0
GLOBAL,PWRCCGTJKXX00,30.0
GLOBAL,PWRCCGRUSNW01,30.0
GLOBAL,PWRSPVUSAFR01,30.0
GLOBAL,PWRGEOKAZXX01,30.0
GLOBAL,PWRPETRUSNW01,30.0
GLOBAL,PWROCGJPNKY01,30.0
GLOBAL,PWROCGLKAXX00,30.0
GLOBAL,PWROCGDEUXX01,30.0
GLOBAL,PWRWASDEUXX01,30.0
GLOBAL,PWRWAVSURXX01,20.0
GLOBAL,PWRHYDCHNEM01,100.0
GLOBAL,PWRCCSCANNL01,30.0
GLOBAL,PWRWASCHNJI01,30.0
GLOBAL,PWROTHCHNHA01,30.0
GLOBAL,PWROTHCUBXX01,30.0
GLOBAL,PWROCGDZAXX00,30.0
GLOBAL,PWRWASGNBXX01,30.0
GLOBAL,PWRCOABHRXX01,30.0
GLOBAL,PWRURNUKRXX01,60.0
GLOBAL,PWRCCGCHNYU01,30.0
GLOBAL,PWRURNMDAXX01,60.0
GLOBAL,PWROTHUSAER01,30.0
GLOBAL,PWRBIOGEOXX01,30.0
GLOBAL,PWRURNINDEA01,60.0
GLOBAL,PWROILRUSUR01,30.0
GLOBAL,PWRBIOCHNHB01,30.0
GLOBAL,PWROCGCHNHN00,30.0
GLOBAL,PWRWASLBNXX01,30.0
GLOBAL,PWRSPVAUSSA01,30.0
GLOBAL,PWRWAVUSANW01,20.0
GLOBAL,PWRCCGUSASN01,30.0
GLOBAL,PWROCGMNGXX01,30.0
GLOBAL,PWRHYDSOMXX01,100.0
GLOBAL,PWRCOASLVXX01,30.0
GLOBAL,PWRCCSPHLXX01,30.0
GLOBAL,PWRCCSBHRXX01,30.0
GLOBAL,PWROCGAUSTA01,30.0
GLOBAL,PWRSPVAGOXX01,30.0
GLOBAL,PWRPETTJKXX01,30.0
GLOBAL,PWRGEOERIXX01,30.0
GLOBAL,PWRCCSPOLXX01,30.0
GLOBAL,PWROILSVKXX01,30.0
GLOBAL,PWRCCGCHNEM00,30.0
GLOBAL,PWRPETSOMXX01,30.0
GLOBAL,PWROCGJPNCE01,30.0
GLOBAL,PWROILMLIXX01,30.0
GLOBAL,PWRPETOMNXX01,30.0
GLOBAL,PWRCCSECUXX01,30.0
GLOBAL,PWRCOGKOSXX01,30.0
GLOBAL,PWRWOFSYRXX01,30.0
GLOBAL,PWROTHPANXX01,30.0
GLOBAL,PWRSPVINDEA01,30.0
GLOBAL,PWROILECUXX01,30.0
GLOBAL,PWROCGSWZXX01,30.0
GLOBAL,PWROTHRUSCE01,30.0
GLOBAL,PWRCSPNORXX01,30.0
GLOBAL,PWRWAVCZEXX01,20.0
GLOBAL,PWROILTKMXX01,30.0
GLOBAL,PWROTHPERXX01,30.0
GLOBAL,PWRWONECUXX01,30.0
GLOBAL,PWRURNBGRXX01,60.0
GLOBAL,PWRGEOSENXX01,30.0
GLOBAL,PWRSPVCHNMA01,30.0
GLOBAL,PWROCGKOSXX00,30.0
GLOBAL,PWRHYDRUSSO01,100.0
GLOBAL,PWRGEOUSASV01,30.0
GLOBAL,PWROCGDZAXX01,30.0
GLOBAL,PWRHYDRUSMV01,100.0
GLOBAL,PWRWAVBDIXX01,20.0
GLOBAL,PWRWONMOZXX01,30.0
GLOBAL,PWRWAVQATXX01,20.0
GLOBAL,PWRCCGUSAAK00,30.0
GLOBAL,PWROTHRUSUR01,30.0
GLOBAL,PWRURNOMNXX01,60.0
GLOBAL,PWROTHARMXX01,30.0
GLOBAL,PWRGEOUSAAZ01,30.0
GLOBAL,PWROILUGAXX01,30.0
GLOBAL,PWRURNJAMXX01,60.0
GLOBAL,PWRCCGUSANW01,30.0
GLOBAL,PWRHYDNPLXX01,100.0
GLOBAL,PWROTHTURXX01,30.0
GLOBAL,PWRCCGKGZXX00,30.0
GLOBAL,PWRBIODJIXX01,30.0
GLOBAL,PWRCCGCHNNI00,30.0
GLOBAL,PWRWAVTZAXX01,20.0
GLOBAL,PWRCCSAUSQL01,30.0
GLOBAL,PWRWASUSASV01,30.0
GLOBAL,PWRHYDUSARW01,100.0
GLOBAL,PWRHYDRUSSI01,100.0
GLOBAL,PWROCGRUSSI00,30.0
GLOBAL,PWRCOAPNGXX01,30.0
GLOBAL,PWRGEOCHNSD01,30.0
GLOBAL,PWRWOFTLSXX01,30.0
GLOBAL,PWRURNAUSWA01,60.0
GLOBAL,PWRCCSUSAFR01,30.0
GLOBAL,PWRCSPAUSNT01,30.0
GLOBAL,PWRCOGMLIXX01,30.0
GLOBAL,PWRWONBIHXX01,30.0
GLOBAL,PWROILCANNO01,30.0
GLOBAL,PWRCSPCHNHA01,30.0
GLOBAL,PWRURNARGXX01,60.0
GLOBAL,PWROCGGINXX00,30.0
GLOBAL,PWRPETUSAME01,30.0
GLOBAL,PWRWAVCANNO01,20.0
GLOBAL,PWROTHCHNGU01,30.0
GLOBAL,PWRWONLKAXX01,30.0
GLOBAL,PWRURNUSAME01,60.0
GLOBAL,PWRWOFIDNXX01,30.0
GLOBAL,PWRCOGALBXX01,30.0
GLOBAL,PWRCOGHUNXX01,30.0
GLOBAL,PWRBIOZMBXX01,30.0
GLOBAL,PWRCCSMRTXX01,30.0
GLOBAL,PWROCGCHNHK00,30.0
GLOBAL,PWRCCSMLTXX01,30.0
GLOBAL,PWRPETMLIXX01,30.0
GLOBAL,PWRWAVESPXX01,20.0
GLOBAL,PWRSPVSDNXX01,30.0
GLOBAL,PWRURNUSASN01,60.0
GLOBAL,PWRCCGUSASW01,30.0
GLOBAL,PWRCCGUSASN00,30.0
GLOBAL,PWRPETFINXX01,30.0
GLOBAL,PWRCOGCHNGX01,30.0
GLOBAL,PWRPETCANBC01,30.0
GLOBAL,PWRHYDLVAXX01,100.0
GLOBAL,PWRURNCHNWM01,60.0
GLOBAL,PWRGEOCHNJS01,30.0
GLOBAL,PWRHYDOMNXX01,100.0
GLOBAL,PWRSPVTHAXX01,30.0
GLOBAL,PWROCGRWAXX00,30.0
GLOBAL,PWROCGISRXX01,30.0
GLOBAL,PWRCCGGTMXX00,30.0
GLOBAL,PWRGEOAUSQL01,30.0
GLOBAL,PWROILOMNXX01,30.0
GLOBAL,PWRWAVFINXX01,20.0
GLOBAL,PWRHYDMRTXX01,100.0
GLOBAL,PWRWOFCPVXX01,30.0
GLOBAL,PWRCCGSLVXX00,30.0
GLOBAL,PWROTHMUSXX01,30.0
GLOBAL,PWRCOATKMXX01,30.0
GLOBAL,PWRWAVCHNHB01,20.0
GLOBAL,PWRSPVGBRXX01,30.0
GLOBAL,PWRWOFMUSXX01,30.0
GLOBAL,PWRPETSYRXX01,30.0
GLOBAL,PWRWASJPNTO01,30.0
GLOBAL,PWROTHMLIXX01,30.0
GLOBAL,PWRWOFUSASC01,30.0
GLOBAL,PWROCGCANON00,30.0
GLOBAL,PWROILBRACN01,30.0
GLOBAL,PWRGEOCANNO01,30.0
GLOBAL,PWRCOANPLXX01,30.0
GLOBAL,PWRGEOEGYXX01,30.0
GLOBAL,PWRPETLKAXX01,30.0
GLOBAL,PWRWONJAMXX01,30.0
GLOBAL,PWROILCOGXX01,30.0
GLOBAL,PWROTHSDNXX01,30.0
GLOBAL,PWROCGBRNXX00,30.0
GLOBAL,PWRCOGMEXXX01,30.0
GLOBAL,PWRWASINDSO01,30.0
GLOBAL,PWROCGPOLXX01,30.0
GLOBAL,PWRWOFRWAXX01,30.0
GLOBAL,PWRWOFDZAXX01,30.0
GLOBAL,PWRCCGLBYXX01,30.0
GLOBAL,PWRURNPRKXX01,60.0
GLOBAL,PWRCOGDNKXX01,30.0
GLOBAL,PWROCGKGZXX00,30.0
GLOBAL,PWRGEOUGAXX01,30.0
GLOBAL,PWRPETBRNXX01,30.0
GLOBAL,PWRWASIDNXX01,30.0
GLOBAL,PWRCCGUSAHA00,30.0
GLOBAL,PWROCGUSARE00,30.0
GLOBAL,PWRCCSCUBXX01,30.0
GLOBAL,PWRCCGBRAJ101,30.0
GLOBAL,PWROILCHNLI01,30.0
GLOBAL,PWRCOALBRXX01,30.0
GLOBAL,PWRPETBENXX01,30.0
GLOBAL,PWRURNRWAXX01,60.0
GLOBAL,PWRCSPUKRXX01,30.0
GLOBAL,PWROCGUSASA01,30.0
GLOBAL,PWRCCGRUSNW00,30.0
GLOBAL,PWRPETTZAXX01,30.0
GLOBAL,PWRWOFBTNXX01,30.0
GLOBAL,PWRWAVMKDXX01,20.0
GLOBAL,PWRWONCANAB01,30.0
GLOBAL,PWRPETPANXX01,30.0
GLOBAL,PWRSPVUSAPR01,30.0
GLOBAL,PWRWASARMXX01,30.0
GLOBAL,PWROTHCHNTJ01,30.0
GLOBAL,PWRURNLAOXX01,60.0
GLOBAL,PWRWASLUXXX01,30.0
GLOBAL,PWROTHMRTXX01,30.0
GLOBAL,PWRWASCANNL01,30.0
GLOBAL,PWROCGBRAJ300,30.0
GLOBAL,PWRCCGSRBXX01,30.0
GLOBAL,PWRWOFBRNXX01,30.0
GLOBAL,PWRPETBRANE01,30.0
GLOBAL,PWRCCGAUSWA00,30.0
GLOBAL,PWRURNISLXX01,60.0
GLOBAL,PWRWAVRUSNW01,20.0
GLOBAL,PWROTHESPXX01,30.0
GLOBAL,PWRGEOTZAXX01,30.0
GLOBAL,PWROTHMNGXX01,30.0
GLOBAL,PWRCOGAUSSW01,30.0
GLOBAL,PWRPETBRASO01,30.0
GLOBAL,PWRURNCHNZH01,60.0
GLOBAL,PWROCGJPNHO00,30.0
GLOBAL,PWRCCGUKRXX01,30.0
GLOBAL,PWRWASUSASE01,30.0
GLOBAL,PWROCGIDNXX01,30.0
GLOBAL,PWROCGTUNXX01,30.0
GLOBAL,PWRBIOPAKXX01,30.0
GLOBAL,PWRBIORUSCE01,30.0
GLOBAL,PWRCOGINDEA01,30.0
GLOBAL,PWRGEOUSANE01,30.0
GLOBAL,PWROTHCANSK01,30.0
GLOBAL,PWRWOFIRNXX01,30.0
GLOBAL,PWRCCSCHNSX01,30.0
GLOBAL,PWRHYDCHNAN01,100.0
GLOBAL,PWRCCGLTUXX00,30.0
GLOBAL,PWROILHNDXX01,30.0
GLOBAL,PWROCGCHNTJ01,30.0
GLOBAL,PWROTHLVAXX01,30.0
GLOBAL,PWRCOGUSARE01,30.0
GLOBAL,PWRGEOCHNGU01,30.0
GLOBAL,PWRPETNPLXX01,30.0
GLOBAL,PWRCCGBFAXX00,30.0
GLOBAL,PWRCOGTCDXX01,30.0
GLOBAL,PWRHYDTHAXX01,100.0
GLOBAL,PWRCCGCAFXX00,30.0
GLOBAL,PWRCSPUSASN01,30.0
GLOBAL,PWROCGGINXX01,30.0
GLOBAL,PWROCGRUSMV00,30.0
GLOBAL,PWRURNUSANW01,60.0
GLOBAL,PWRWAVALBXX01,20.0
GLOBAL,PWRCSPBFAXX01,30.0
GLOBAL,PWRWAVLUXXX01,20.0
GLOBAL,PWRSPVNERXX01,30.0
GLOBAL,PWRCOAUSARW01,30.0
GLOBAL,PWRCSPLBRXX01,30.0
GLOBAL,PWRCCSMARXX01,30.0
GLOBAL,PWRWAVUSARM01,20.0
GLOBAL,PWRPETBHRXX01,30.0
GLOBAL,PWRSPVCHNSI01,30.0
GLOBAL,PWROCGUSANE01,30.0
GLOBAL,PWROTHCANQC01,30.0
GLOBAL,PWRHYDUSANY01,100.0
GLOBAL,PWRWOFINDSO01,30.0
GLOBAL,PWRCOGGRCXX01,30.0
GLOBAL,PWRCOAUSAAZ01,30.0
GLOBAL,PWRHYDCHNNI01,100.0
GLOBAL,PWRWONCHNHE01,30.0
GLOBAL,PWRWASCODXX01,30.0
GLOBAL,PWRCOGCHNFU01,30.0
GLOBAL,PWRCCGMDAXX01,30.0
GLOBAL,PWRSPVCHNWM01,30.0
GLOBAL,PWROILBHRXX01,30.0
GLOBAL,PWRCCGGTMXX01,30.0
GLOBAL,PWRWOFSGPXX01,30.0
GLOBAL,PWROCGCHNFU01,30.0
GLOBAL,PWRSPVCHNGX01,30.0
GLOBAL,PWRHYDATAXX01,100.0
GLOBAL,PWRGEOUSAHA01,30.0
GLOBAL,PWRCCGAZEXX01,30.0
GLOBAL,PWRWAVAUSWA01,20.0
GLOBAL,PWRCSPTLSXX01,30.0
GLOBAL,PWRCSPSVKXX01,30.0
GLOBAL,PWROCGCODXX00,30.0
GLOBAL,PWRWAVTHAXX01,20.0
GLOBAL,PWROCGUSAGU01,30.0
GLOBAL,PWRGEONORXX01,30.0
GLOBAL,PWRCOARUSMV01,30.0
GLOBAL,PWRCCGUSARM00,30.0
GLOBAL,PWRPETMUSXX01,30.0
GLOBAL,PWRWONUSACA01,30.0
GLOBAL,PWROCGGHAXX00,30.0
GLOBAL,PWROCGMLIXX00,30.0
GLOBAL,PWROTHMARXX01,30.0
GLOBAL,PWROCGCHNAN01,30.0
GLOBAL,PWROCGTKMXX01,30.0
GLOBAL,PWRWAVAUSSW01,20.0
GLOBAL,PWRWOFRUSSI01,30.0
GLOBAL,PWRCCSFJIXX01,30.0
GLOBAL,PWRWONSLVXX01,30.0
GLOBAL,PWROTHLUXXX01,30.0
GLOBAL,PWRCCGKORXX01,30.0
GLOBAL,PWRCSPZAFXX01,30.0
GLOBAL,PWRPETGMBXX01,30.0
GLOBAL,PWRCCGNERXX00,30.0
GLOBAL,PWRCCGRUSMV01,30.0
GLOBAL,PWRWASJORXX01,30.0
GLOBAL,PWRCSPRUSCE01,30.0
GLOBAL,PWRWASCHNZH01,30.0
GLOBAL,PWRWASECUXX01,30.0
GLOBAL,PWRWONPANXX01,30.0
GLOBAL,PWRURNSAUXX01,60.0
GLOBAL,PWRWOFCANSK01,30.0
GLOBAL,PWRBIOMMRXX01,30.0
GLOBAL,PWROTHSAUXX01,30.0
GLOBAL,PWRWASSDNXX01,30.0
GLOBAL,PWROILCANNL01,30.0
GLOBAL,PWRWONPNGXX01,30.0
GLOBAL,PWRSPVUSARW01,30.0
GLOBAL,PWRWASZWEXX01,30.0
GLOBAL,PWROILAUSNT01,30.0
GLOBAL,PWRCOGLVAXX01,30.0
GLOBAL,PWRPETCHNEM01,30.0
GLOBAL,PWRWOFTZAXX01,30.0
GLOBAL,PWROCGRUSFE01,30.0
GLOBAL,PWRGEOMNEXX01,30.0
GLOBAL,PWRSPVMMRXX01,30.0
GLOBAL,PWRCOAESTXX01,30.0
GLOBAL,PWRWASUSAER01,30.0
GLOBAL,PWRWOFJPNTO01,30.0
GLOBAL,PWRPETIRLXX01,30.0
GLOBAL,PWROCGCHNNI00,30.0
GLOBAL,PWRHYDCHNTI01,100.0
GLOBAL,PWRCSPAUSVI01,30.0
GLOBAL,PWRCCGIDNXX00,30.0
GLOBAL,PWRSPVBENXX01,30.0
GLOBAL,PWRGEOCHNTI01,30.0
GLOBAL,PWROCGDEUXX00,30.0
GLOBAL,PWRWOFBRANW01,30.0
GLOBAL,PWROILMUSXX01,30.0
GLOBAL,PWRWAVROUXX01,20.0
GLOBAL,PWRBIOTGOXX01,30.0
GLOBAL,PWRCCGNICXX01,30.0
GLOBAL,PWRCSPCHNAN01,30.0
GLOBAL,PWROCGCHNSH00,30.0
GLOBAL,PWRBIONAMXX01,30.0
GLOBAL,PWRHYDUSASS01,100.0
GLOBAL,PWRBIOCMRXX01,30.0
GLOBAL,PWRCCGROUXX00,30.0
GLOBAL,PWROILUSAGU01,30.0
GLOBAL,PWRHYDBRAWE01,100.0
GLOBAL,PWROTHKOSXX01,30.0
GLOBAL,PWRBIOSURXX01,30.0
GLOBAL,PWRHYDMNGXX01,100.0
GLOBAL,PWRSPVGUYXX01,30.0
GLOBAL,PWROILUSASA01,30.0
GLOBAL,PWROCGSWZXX00,30.0
GLOBAL,PWRURNRUSFE01,60.0
GLOBAL,PWRCCGGRCXX01,30.0
GLOBAL,PWRWASCHNQI01,30.0
GLOBAL,PWROILCHLXX01,30.0
GLOBAL,PWRWAVJPNOK01,20.0
GLOBAL,PWRWONSDNXX01,30.0
GLOBAL,PWRSPVBRNXX01,30.0
GLOBAL,PWRCCGBRASE00,30.0
GLOBAL,PWROCGHNDXX00,30.0
GLOBAL,PWRWAVINDWE01,20.0
GLOBAL,PWRBIOPHLXX01,30.0
GLOBAL,PWRURNUSAER01,60.0
GLOBAL,PWRWOFCHLXX01,30.0
GLOBAL,PWROCGTURXX01,30.0
GLOBAL,PWRURNERIXX01,60.0
GLOBAL,PWRCOGCHNSX01,30.0
GLOBAL,PWRWAVGNQXX01,20.0
GLOBAL,PWRCCGAUSVI00,30.0
GLOBAL,PWRWAVLVAXX01,20.0
GLOBAL,PWRBIOLKAXX01,30.0
GLOBAL,PWRGEOCPVXX01,30.0
GLOBAL,PWRHYDHTIXX01,100.0
GLOBAL,PWROCGBIHXX00,30.0
GLOBAL,PWRWOFYEMXX01,30.0
GLOBAL,PWRSPVUSAAZ01,30.0
GLOBAL,PWRSPVCHNYU01,30.0
GLOBAL,PWROCGLKAXX01,30.0
GLOBAL,PWRCSPCAFXX01,30.0
GLOBAL,PWRCCGTCDXX00,30.0
GLOBAL,PWRWAVVNMXX01,20.0
GLOBAL,PWRWOFUSASA01,30.0
GLOBAL,PWROTHRUSMV01,30.0
GLOBAL,PWRCCGRUSSI00,30.0
GLOBAL,PWRWASLAOXX01,30.0
GLOBAL,PWRCOGBRAJ301,30.0
GLOBAL,PWRCOAGMBXX01,30.0
GLOBAL,PWRGEOCHNHE01,30.0
GLOBAL,PWRWONCHNJI01,30.0
GLOBAL,PWRURNZWEXX01,60.0
GLOBAL,PWRCOASRBXX01,30.0
GLOBAL,PWRGEOCUBXX01,30.0
GLOBAL,PWRWOFLAOXX01,30.0
GLOBAL,PWRBIOBTNXX01,30.0
GLOBAL,PWRWAVSVNXX01,20.0
GLOBAL,PWRWOFUSASS01,30.0
GLOBAL,PWRWOFJPNHO01,30.0
GLOBAL,PWRURNMKDXX01,60.0
GLOBAL,PWRWAVCANNL01,20.0
GLOBAL,PWRWONCHNHU01,30.0
GLOBAL,PWRWONCANNO01,30.0
GLOBAL,PWRCCGUSAPR00,30.0
GLOBAL,PWROCGISLXX01,30.0
GLOBAL,PWRWONIRQXX01,30.0
