REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2043,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2044,4.848945750779605
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2021,49.55116696588868
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2022,51.70556552962297
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2023,51.23139928372576
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2024,52.782764811490125
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2025,54.32315978456015
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2026,119.56912028725314
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2027,185.27827648114905
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2028,250.9874326750449
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2029,316.69658886894075
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2030,382.4057450628366
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2031,410.951526032316
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2032,439.49730700179526
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2033,468.0430879712747
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2034,496.588868940754
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2035,525.1346499102334
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2036,553.6804308797127
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2037,582.226211849192
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2038,610.7719928186715
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2039,639.3177737881508
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2040,667.8635547576304
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2041,710.951526032316
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2042,754.0394973070017
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2043,797.1274685816877
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2044,840.2154398563733
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2045,883.3034111310593
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2046,926.391382405745
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2047,969.4793536804307
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2048,1012.5673249551166
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2049,1055.6552962298024
GLOBAL,S3D3,PWRTRNKENXX,1,ELCKENXX02,2050,1098.7432675044884
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2021,35.07341005571858
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2022,38.305007901320025
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2023,43.087971274685806
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2024,73.22800718132855
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2025,78.5278276481149
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2026,155.11669658886896
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2027,256.3734290843806
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2028,357.6301615798924
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2029,458.8868940754039
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2030,560.1436265709156
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2031,604.3087971274686
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2032,648.4739676840215
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2033,692.6391382405744
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2034,736.8043087971273
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2035,780.9694793536803
GLOBAL,S3D3,PWRTRNTZAXX,1,ELCTZAXX02,2036,825.1346499102334
